src,prediction,gt
"Mumbhai Connection is a 2011 Hindi-language film shot entirely in Atlanta, USA.",मुंबई कनेक्शन हा 2011 सालचा हिंदी भाषेतील चित्रपट आहे ज्याचे संपूर्ण चित्रीकरण अमेरिकेतील अटलांटा येथे झाले आहे.,"‘मुंबई कनेक्शन’ हा पूर्णपणे अमेरिकेतील अटलांटा येथे चित्रित करण्यात आलेला, २०११ साली प्रदर्शित झालेला हिंदी भाषेतील चित्रपट आहे."
This would allow her to bypass the dominant rural castes both in and of state and local governments as well as the urban commercial class,यामुळे तिला राज्य आणि स्थानिक सरकारांमधील तसेच शहरी व्यापारी वर्गातील प्रबळ ग्रामीण जातींना बाजूला सारता येईल.,ह्यामुळे त्यांना राज्य आणि स्थानिक सरकारे तसेच शहरी व्यावसायिक वर्ग यांच्यामधील आणि त्यांच्या प्रबळ ग्रामीण जातींना डावलून जाण्याची मुभा मिळणार होती.
Dentists measure the depth of the pockets in the gums with a thin probe and xrays show how much bone has been lost,दंतवैद्य हिरड्यांमधील पोकेट्सची खोली पातळ प्रोबने मोजतात आणि क्ष-किरण दाखवतात की किती हाड गमावले गेले आहे.,दंतवैद्य बारीक प्रोबच्या सहाय्याने हिरड्यांमधल्या पोकळ्यांची मापे घेतात व क्ष-किरणांमुळे किती हाड गमावलं आहे ते दिसते.
To be officials involved in the projects with Japan in the field of logistics sector and Japan Transport Partnership or who will possibly be engaged in near future,"जपानसोबत लॉजिस्टिक्स क्षेत्र आणि जपान ट्रान्सपोर्ट पार्टनरशिपच्या क्षेत्रात प्रकल्पांमध्ये सहभागी असलेले अधिकारी होणे किंवा जे नजीकच्या भविष्यात गुंतलेले असण्याची शक्यता आहे ते अधिकारी होणे, हे निश्चित करणे................................................................................................................................................................................................................",लॉजिस्टिक सेक्टर आणि जपान ट्रान्सपोर्ट पार्टनरशिपच्या क्षेत्रात जपानसोबतच्या प्रकल्पांमध्ये सहभागी असलेले अधिकारी बनणे किंवा नजीकच्या भविष्यात कोण गुंतले जाण्याची शक्यता आहे.
"Angioedema is similar to hives, but in angioedema, the swelling occurs in a lower layer of the dermis than in hives, as well as in the subcutis.","अँजिओएडेमा हे शीतपित्तांसारखेच असते, परंतु अँजिओएडेमामध्ये, शीतपित्तांपेक्षा त्वचेच्या खालच्या थरात, तसेच त्वचेच्या खालच्या भागात सूज येते.","अँजिओएडेमा हा पित्ताच्या गाठीसारखाच असतो, परंतु अँजिओएडेमामध्ये अंगावर उठणाऱ्या पित्ताच्या गाठींमध्ये तसेच सबक्युटिसमध्ये असते त्यापेक्षा त्वचेच्या खालच्या थरात सूज येते."
"So, I’ve made that a bit more user-friendly. Thanks for watching!","म्हणून, मी ते थोडे अधिक वापरकर्ता-अनुकूल केले आहे. पाहिल्याबद्दल धन्यवाद!","असे हे multidimensional array आहेत. भाषांतर मनाली रानडे, आवाज--- यांनी दिला आहे. धन्यवाद."
The basin is a foreland basin located partially onshore and offshore eastern Irian Jaya.,हे खोरे अंशतः किनाऱ्यावर आणि पूर्वेकडील इरियन जया समुद्रकिनार\u093C्यावर वसलेले एक अग्रभूमि खोरे आहे.,हे खोरे एक अग्रभूमीय खोरे आहे जे अंशतः किनाऱ्यावर आणि अपतटीय पूर्व इरियन जया येथे स्थित आहे.
"The cluster of services consisting of antenatal services, delivery care and post mortem attention and low birth weight, childhood diarrhoea and ARI management are linked priorities.","प्रसूतीपूर्व सेवा, प्रसूती काळजी आणि शवविच्छेदन, लक्ष आणि जन्माचे कमी वजन, बालपणातील अतिसार आणि ए. आर. आय. व्यवस्थापन यांचा समावेश असलेल्या सेवांचा समूह हे संबंधित प्राधान्यक्रमांशी संबंधित आहेत.","प्रसुतीपूर्व सेवा, प्रसूती दरम्यानची काळजी आणि शव विच्छेदनाकडे लक्ष देणे, जन्माच्या वेळी कमी वजन असणे, बालकांचा अतिसार आणि तीव्र श्वसन संसर्ग या सर्वांचे व्यवस्थापन सेवा समूहामध्ये एकमेकांशी प्राधान्याने निगडीत आहेत."
Creating a session is very easy,एक सत्र तयार करणे खूप सोपे आहे.,session बनवणे सोपे आहे.
The growth rate to be achieved in property tax revenue in a particular year will be taken as the simple average of GSDP growth available for the most recent five years,एखाद्या विशिष्ट वर्षात मालमत्ता कराच्या महसुलात साध्य केला जाणारा वाढीचा दर हा सर्वात अलीकडील पाच वर्षांसाठी उपलब्ध असलेल्या <ID1>. वाढीचा साधा सरासरी दर म्हणून घेतला जाईल.,एका विशिष्ट वर्षामध्ये मालमत्ता कर महसुलामध्ये साध्य करण्याच्या विकास दराला सर्वांत अलीकडच्या पाच वर्षांमध्ये उपलब्ध जीएसडीपी विस्ताराचा सरल सरासरी दर म्हणून मानले जाईल.
The School of Mathematics and Navigation of Moscow used the tower until 1921,मॉस्कोच्या स्कूल ऑफ मॅथेमॅटिक्स अँड नेव्हिगेशनने 1921 पर्यंत या बुरुजाचा वापर केला.,मॉस्कोच्या स्कूल ऑफ मॅथेमॅटिक्स अँड नेव्हिगेशनने १९२१ पर्यंत मनोऱ्याचा वापर केला.
Investments made in such expensive interventions can instead be made in supporting hospice efforts in the voluntary and private sectors.,अशा महागड्या हस्तक्षेपांमध्ये केलेली गुंतवणूक त्याऐवजी स्वयंसेवी आणि खाजगी क्षेत्रांमधील धर्मशाळेच्या प्रयत्नांना पाठिंबा देण्यासाठी केली जाऊ शकते.,अशा महाग उपायांसाठी केल्या गेलेल्या गुंतवणूकीला त्याऐवजी स्वयंसेवी संस्था व खाजगी क्षेत्राच्या आरोग्य देखभाल प्रयत्नांकडे वळवले जाऊ शकते.
According to the Sri Lankan tradition Ashoka visited Vidisha where he fell in love with a beautiful woman on his way to Ujjain,"श्रीलंकेच्या परंपरेनुसार, अशोकाने विदिशाला भेट दिली, जिथे तो उज्जैनला जाताना एका सुंदर महिलेच्या प्रेमात पडला.","श्रीलंकेच्या पारंपरिक मतानुसार, अशोकाने विदिशाला भेट दिली तेव्हा उज्जैनच्या वाटेवर असताना तो एका सुंदर स्त्रीच्या प्रेमात पडला."
"To follow this tutorial, you must have the knowledge of using Terminal in Linux.","या ट्युटोरिअलचे अनुसरण करण्यासाठी, तुम्हाला लिनक्समध्ये टर्मिनल वापरण्याचे ज्ञान असणे आवश्यक आहे.",ह्या पाठासाठी लिनक्स मधील टर्मिनल वापरण्याचे ज्ञान असावे.
"In 2003, this Department was re named as Department of AYUSH.","2003 मध्ये, या विभागाला आयुष विभाग म्हणून पुन्हा नाव देण्यात आले.",२००३ मध्ये या विभागाला आयुष विभाग असे पुनर्नामित करण्यात आले.
The azuki are taken out of the pan which is hot from flame,"अजुकी भांड्यातून बाहेर काढल्या जातात, जे ज्वालेतून गरम असते.",आझुकी ज्वाळेमुळे गरम असलेल्या भांड्यामधून काढले जातात.
He was known as the best Argentine left back of all time,तो अर्जेंटिनाचा सर्वकाळातील सर्वोत्तम लेफ्ट बॅक म्हणून ओळखला जात असे.,अर्जेंटिनाचा पाठीमागील डाव्या बाजूचा सर्वोत्तम खेळाडू म्हणून तो ओळखला जात असे.
Anoa Belida and Kakap Fields are the three most prolific oil producer in the West Natuna Basin,"अनोआ, बेलिडा आणि काकप फील्ड्स हे पश्चिम नाटुना खोऱ्यातील तीन सर्वात विपुल तेल उत्पादक क्षेत्र आहेत.","अनोआ, बेलिडा आणि काकाप क्षेत्रे हे पश्चिम नाटुना खोऱ्यातील तीन सर्वात जास्त तेल उत्पादक आहेत."
The spoken tutorial Team,स्पोकन ट्युटोरिअल टीम.............................................................................................................................................................................................................................................,स्पोकन ट्युटोरियल प्रॉजेक्ट टीम:
Most users who are attempting to quit are unsuccessful to sustain the quit status for even a month.,सोडण्याचा प्रयत्न करणार\u093C्या बहुतेक वापरकर्ते एक महिन्यासाठीही सोडण्याची स्थिती टिकवून ठेवण्यात अयशस्वी ठरतात.,बहुतेक सेवनकर्ते जे सोडण्याचा प्रयत्न करत आहेत ते एक महिन्यासाठी देखील सोडण्याची स्थिती टिकवून ठेवण्यात अयशस्वी ठरतात.
Areas with large and low-cost labour supply generally practice intensive farming.,मोठ्या आणि कमी खर्चिक कामगारांचा पुरवठा असलेल्या क्षेत्रांमध्ये सामान्यतः सघन शेती केली जाते.,मोठ्या आणि कमी किमतीच्या मजुरांचा पुरवठा असलेल्या क्षेत्रामध्ये सामान्यतः सघन शेती करतात.
Lohit Kannada is the UNICODE font that I am using,लोहित कन्नड हा UNICODE फॉन्ट आहे जो मी वापरत आहे.,मी Lohit Kannada हा UNICODE font वापरत आहे.
"Thanks for joining us and this is Monisha from IIT Bombay, signing off.",ह्या ट्युटोरियलचे भाषांतर मनाली रानडे यांनी केले असून मी रंजना भांबळे आपला निरोप घेते. सहभागासाठी धन्यवाद.,आमच्या सह जुडण्यासाठी
"Ladnu, also Ladnun, is a city and a municipality in the Nagaur district in the Indian state of Rajasthan.","लाडनू, ज्याला लाडनून देखील म्हणतात, हे भारताच्या राजस्थान राज्यातील नागौर जिल्ह्यातील एक शहर आणि नगरपालिका आहे.",लाडनू किंवा लाडनूं हे राजस्थान या भारतीय राज्यातील नागौर जिल्ह्यातील एक गाव व नगरपालिका आहे.
"Vision 2020 is about growth and development, but it is also about governance.","व्हिजन 2020 हे वाढ आणि विकासाबद्दल आहे, परंतु ते प्रशासनाबद्दल देखील आहे.","व्हिजन २०२० वाढ आणि विकास यावर लक्ष केंद्रित करते, परंतु ते शासनावर देखील जोर देते."
However this fruit is expensive due to its sweet and enjoyable taste,"तथापि, हे फळ त्याच्या गोड आणि आनंददायक चवीमुळे महाग आहे.","तथापि, हे फळ त्याच्या गोड आणि आनंददायक चवीमुळे महाग आहे."
The decorative main stage accommodates thousands of people,सजावटीचा मुख्य मंच हजारो लोकांना सामावून घेतो.,सजावटी मुख्य रंगमंच हा हजारो लोकांचे समायोजन करतो.
"Chloroplasts contain the molecule chlorophyll, which absorbs sunlight for photosynthesis.","क्लोरोप्लास्टमध्ये क्लोरोफिल रेणू असतो, जो प्रकाशसंश्लेषणासाठी सूर्यप्रकाश शोषून घेतो.","क्लोरोप्लास्टमध्ये हरितद्रव्य असते, जे प्रकाशसंश्लेषणासाठी सूर्यप्रकाश शोषून घेते."
Dew can be a water source when it condenses on any surface,जेव्हा झाकण कोणत्याही पृष्ठभागावर घनीभूत होते तेव्हा ते पाण्याचा स्रोत असू शकते.,दव जेव्हा कोणत्याही पृष्ठभागावर संक्षेपित होते तेव्हा ते सुद्धा पाण्याचा स्त्रोत होऊ शकते.
The basin has a narrow opening to the south towards the Java Sea.,खोऱ्याच्या दक्षिणेकडे जावा समुद्राच्या दिशेने एक अरुंद प्रवेशद्वार आहे.,या खोऱ्याला दक्षिणेला जावा समुद्राच्या दिशेने अरुंद द्वार आहे.
They are mainly in Western Europe the United States and Canada,"ते प्रामुख्याने पश्चिम युरोप, युनायटेड स्टेट्स आणि कॅनडामध्ये आहेत.","ते प्रामुख्याने पश्चिम युरोप, युनायटेड स्टेट्स आणि कॅनडामध्ये आहेत."
This shall be subject to local rules and regulations with regards to size and location of such sign boards,हे अशा फलकांच्या आकाराच्या आणि स्थानाच्या संदर्भात स्थानिक नियम आणि विनियमांच्या अधीन असेल.,हे अशा फलकांच्या आकाराच्या आणि स्थानाच्या संदर्भात स्थानिक नियम आणि नियमांच्या अधीन असेल.
The clinical symptoms of the coronavirus infection are various.,कोरोना विषाणू संसर्गाची चिकित्सालयीन लक्षणे वेगवेगळी आहेत.,कोरोना विषाणू संसर्गाची विविध वैद्यकीय लक्षणे असतात.
Dangal emerged as the 30th highestgrossing film of 2016 worldwide and the fifth highestgrossing nonEnglish film of all time,दंगल हा 2016 मधील जगभरात सर्वाधिक कमाई करणारा 30 वा चित्रपट आणि सर्वकाळातील पाचवा सर्वाधिक कमाई करणारा बिगर-इंग्रजी चित्रपट म्हणून उदयास आला.,दंगल हा २०१६ सालात जगभरात सर्वाधिक कमाई करणारा ३० वा चित्रपट म्हणून समोर आला आहे आणि आतापर्यंतचा इंग्रजी वगळता अन्य भाषांतील पाचवा सर्वाधिक कमाई करणारा चित्रपट आहे.
After all details are filled click on Move unreceived orders button at the bottom of the page,"सर्व तपशील भरल्यानंतर, पृष्ठाच्या तळाशी असलेल्या मूव्ह अनरीसीव्ह ऑर्डर्स बटणावर क्लिक करा.","सर्व तपशील भरल्यानंतर, पृष्ठाच्या तळाशी Move unreceived orders बटणवर क्लिक करा."
"Amartya Sen was born in a Hindu Baidya family in Bengal, British India.",अमर्त्य सेन यांचा जन्म ब्रिटिश भारतातील बंगालमधील एका हिंदू वैद्य कुटुंबात झाला.,अमर्त्य सेन यांचा जन्म ब्रिटिश भारतातील बंगालमधील एका हिंदू बैद कुटुंबात झाला.
"Availability of biometric identification (finger prints) with face and iris scans can be leveraged to push digital payments to exponential levels, of course privacy and other concerns have to be given due consideration.","डिजिटल देयकांना घातांकीय स्तरावर नेण्यासाठी चेहरा आणि बुबुळ स्कॅनसह बायोमेट्रिक ओळख (बोटांच्या ठिपक्यांची) उपलब्धता वापरली जाऊ शकते, अर्थातच गोपनीयता आणि इतर चिंतांचा योग्य विचार केला पाहिजे.","चेहरा आणि बुबुळ स्कॅनसह बायोमेट्रिक ओळख (बोटांचे ठसे) ची उपलब्धता डिजिटल देयके घातांकीय पातळीवर नेण्यासाठी वापरली जाऊ शकते, अर्थात गोपनीयता आणि इतर चिंतांचा योग्य विचार केला पाहिजे."
"The Dreaming existed, and continues to exist, while humans are only temporary.","स्वप्न पाहणे अस्तित्वात होते आणि आजही अस्तित्वात आहे, तर मानव केवळ तात्पुरते आहेत.","स्वप्न पाहणे अस्तित्वात होते, आणि त्याचे अस्तित्वात असणे चालूच आहे, तर मानव केवळ तात्पुरता आहे."
The patient’s blood pressure is under control.,रुग्णाचा रक्तदाब नियंत्रणात असतो.,रुग्णाचा रक्तदाब नियंत्रणात आहे.
The use of dice of various sorts goes back to the earliest board games.,विविध प्रकारचे पासे वापरणे हे सुरुवातीच्या पटावरील खेळांपासून सुरू होते.,निरनिराळ्या ठोकळ्यांचा वापर पटलावरील प्रारंभीच्या खेळांपासून दिसून येतो.
"Department stores such as Target, Sears and Walmart, hardware and electronic stores such as Home Depot, Lowes and Radio Shack will all sell them.","टार्गेट, सीअर्स आणि वॉलमार्ट यासारखी डिपार्टमेंट स्टोअर्स, होम डेपो, लोव्हस आणि रेडिओ शॅक यासारखी हार्डवेअर आणि इलेक्ट्रॉनिक स्टोअर्स ही सर्व दुकाने त्यांची विक्री करणार आहेत.","टार्गेट, सियर्स आणि वॉलमार्ट यासारखी विभागीय विभागीय भांडारे, आणि होम डेपो, लोव्हस आणि रेडिओ शॅक यासारखी हार्डवेअर आणि इलेक्ट्रॉनिक दुकाने ही सर्व त्यांची विक्री करतील."
"In the aftermath of the fire, multiple violations were found in the apartment.","आगीनंतर, अपार्टमेंटमध्ये अनेक उल्लंघने आढळून आली होती.",आग लागल्यानंतर अपार्टमेंटमध्ये अनेक नियमांचे उल्लंघन झाल्याचे आढळून आले.
Yes In a way it is correct,"होय, एका प्रकारे ते बरोबर आहे..............................................................................................................................................................................................................................................",हो! एका परीने ही योग्य पध्दत आहे.
This can be especially problematic for patients suffering from ischemic heart disease,इस्केमिक हृदयरोगाने ग्रस्त असलेल्या रूग्णांसाठी हे विशेषतः समस्याग्रस्त असू शकते.,इस्केमिक हृदयरोगाने ग्रस्त असलेल्या रुग्णांसाठी हे विशेषतः समस्याप्रधान असू शकते.
"Generally, red dwarfs go through their lifetimes uneventfully, just slowly ""burning"" their nuclear fuel in a stable fashion.","साधारणपणे, लाल बटू त्यांच्या आयुष्यकाळातून अनपेक्षितपणे जातात, हळूहळू त्यांचे आण्विक इंधन स्थिर पद्धतीने ""जाळत"" असतात. ""","सामान्यतः, लाल लघुतारे त्यांच्या जीवनकाळात अनिश्चितपणे जातात, त्यांच्या अणुइंधनाला स्थिर स्वरुपामध्ये हळूहळू ""जाळत"" असतात."
"In this menu, we have options to check and uncheck Axes and Grid.","या मेनूमध्ये, आपल्याकडे Axes आणि Grid तपासण्यासाठी आणि अनचेक करण्यासाठी पर्याय आहेत.",या मेनूमध्ये Axes आणि Grid निवडण्याचे आणि निवड रद्द करण्याचे पर्याय आहेत.
Early consultation with a doctor or health worker helps prevent development of major sideeffects,डॉक्टर किंवा आरोग्य कर्मचाऱ्याशी लवकर सल्लामसलत केल्याने मोठ्या दुष्परिणामांचा विकास रोखण्यात मदत होते.,डॉक्टर किंवा आरोग्य कर्मचाऱ्यांशी लवकर सल्लामसलत केल्याने मोठ्या दुष्परिणामांचा विकास टाळण्यास मदत होते.
Gigas can survive a wide range of temperatures from near freezing up to 30 degrees although it grows fastest and fattest at around 20 degrees,"गिगाज जरी 20 अंशांच्या आसपास वेगाने वाढतात आणि सर्वात जास्त चरबीयुक्त असतात, तरी ते गोठणापासून 30 अंशांपर्यंतच्या तापमानाच्या विस्तृत श्रेणीत टिकून राहू शकतात.","गिगास व्यापक तापमानात तग धरून राहू शकते, अगदी गोठवणाऱ्या तापमानांपासून ३० अंश तापमानापर्यंत तरीही ते २० अंश सेल्सिअस तापमानांच्या आस पास झपाट्याने वाढून गलेलठ्ठ होतात."
In January 2020 it was announced that Velásquez had terminal esophageal cancer,जानेवारी 2020 मध्ये असे घोषित करण्यात आले की वेलास्क्वेझला अन्ननलिकेचा अंतिम कर्करोग आहे.,जानेवारी २०२० मध्ये वेलास्केझला अन्ननलिकेचा असाध्य कर्करोग असल्याची घोषणा करण्यात आली.
If Sorghum powder is not available you can use Finger millet powder or Pearl millet powder or Amaranth powder,"ज्वारीची पूड उपलब्ध नसल्यास, तुम्ही वेलची पूड किंवा बाजरीची पूड किंवा अमरंथ पूड वापरू शकता.",ज्वारीची पूड उपलब्ध नसल्यास आपण नाचणीची पूड किंवा बाजरीची पूड किंवा राजगिऱ्याची पूड वापरू शकता.
Kirkfieldbank  Kirkfieldbank is a village in South Lanarkshire Scotland,किर्कफिल्डबँक-किर्कफिल्डबँक हे स्कॉटलंडच्या दक्षिण लॅनार्कशायरमधील एक गाव आहे.,किर्कफिल्डबँक किर्कफिल्डबँक हे स्कॉटलंडमधील दक्षिण लॅनार्कशायरमधील एक गाव आहे.
"In this tutorial, we will learn how to:","या ट्युटोरिअलमध्ये आपण शिकणार आहोत, कसे करायचे:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- -",ह्या ट्युटोरियलमध्ये आपण शिकणार आहोत.
"In the Name field, I will type Title as a name of this Facet.","Name फिल्डमधे, मी या Facet चे नाव टायटल म्हणून टाईप करेल.","Name फील्डमध्ये, या Facet च्या नावाने मी Title टाईप करेल."
"At the conclusion of the first part of the wedding ceremony, it is customary to present gifts to the bride.","लग्नाच्या समारंभाच्या पहिल्या भागाच्या शेवटी, वधूला भेटवस्तू देण्याची प्रथा आहे.","लग्नसमारंभाच्या पहिल्या भागाच्या समाप्तीनंतर, वधूला भेटवस्तू देण्याची प्रथा आहे."
Liquid culture is also used to monitor response to treatment and for longterm followup of patients on drug resistant TB treatment,द्रवरूप संवर्धनाचा वापर उपचारांना मिळणाऱ्या प्रतिसादाचे निरीक्षण करण्यासाठी आणि औषध-प्रतिरोधक क्षयरोगाच्या उपचारांवर असलेल्या रुग्णांच्या दीर्घकालीन पाठपुराव्यासाठी देखील केला जातो.,औषध उपचारांचा प्रतिसादावर देखरेख करण्याकरिता आणि औषधप्रतिरोधक रुग्णांचा टीबी उपचारांच्या दिर्घकालीन पाठपुराव्या करीता द्रवरूप संवर्ध वापरले जाते
"African Americans accounted for almost half of all cases in 2010. As of 2014, syphilis infections continue to increase in the United States.","2010 मधील सर्व रुग्णांपैकी जवळजवळ निम्म्या रुग्णांसाठी आफ्रिकन अमेरिकन होते. 2014 पर्यंत, युनायटेड स्टेट्समध्ये उपदंशाचा संसर्ग वाढतच चालला आहे.","२०१०मधील सर्व प्रकरणांपैकी जवळजवळ निम्मे आफ्रिकन अमेरिकन लोक होते. २०१४पर्यंत, अमेरिकेच्या संयुक्त संस्थानांमध्ये सिफिलीसच्या संसर्गामध्ये होणारी वाढ कायम आहे."
Finally to concatenate or connect text use the  sign,"शेवटी, मजकूर जोडण्यासाठी किंवा जोडण्यासाठी, चिन्ह वापरा.",टेक्स्ट जोडण्यासाठी किंवा concatenate करण्यासाठी अधिकच्या चिन्हाचा वापर होतो.
"Amélie Nothomb was born in Etterbeek, Belgium to Belgian diplomats.",अमेली नोथॉम्बचा जन्म बेल्जियममधील एटरबीक येथे बेल्जियन मुत्सद्यांच्या पोटी झाला होता.,अमेली नोथॉम्बचा जन्म बेल्जियममधील एटरबीक येथे बेल्जियन मुत्सद्दींच्या पोटी झाला.
Remember - never make the Width and Height larger than the original image.,लक्षात ठेवा-रुंदी आणि उंची मूळ प्रतिमेपेक्षा कधीही मोठी करू नका.,लक्षात ठेवा की मूळ इमेजपेक्षा 'Width' आणि 'Height' जास्त नसावी.
I have also called an initializer like before,मी पूर्वीप्रमाणे इनिशियलाईझर देखील कॉल केले आहे.,मी पूर्वीप्रमाणेच एक initializer देखील कॉल केले आहे.
The constructor here is the no argument constructor.,येथे'no अर्ग्युमेंट'हा'कन्स्ट्रक्टर'आहे. ',येथे हा no argument constructor आहे.
Note the value in the table.,टेबलमधील व्हॅल्यू लक्षात ठेवा.,टेबलमधे व्हॅल्यूजची नोंद करा.
The Muslim Leagues London branch opposed the bill and in a debate obtained the support of several parliamentarians,मुस्लिम लीगच्या लंडन शाखेने या विधेयकाला विरोध केला आणि एका वादविवादात अनेक खासदारांचा पाठिंबा मिळविला.,मुस्लिम लीगच्या लंडन शाखेने या विधेयकाला विरोध केला आणि चर्चेदरम्यान अनेक खासदारांचा पाठिंबा मिळवला.
This script has been contributed by Nancy and Priyanka And this is Nancy Varkey along with the Spoken Tutorial team signing off Thanks for joining,ह्या ट्युटोरियलचे भाषांतर मनाली रानडे यांनी केले असून आवाज-- यांचा आहे. सहभागासाठी धन्यवाद.,"मी रंजना उके, आय.आय.टी. बॉम्बे स्पोकन ट्युटोरिअल टीमसह आपली रजा घेते. सहभागासाठी धन्यवाद."
He was taken to a police station a few blocks away.,त्याला काही ब्लॉक्सच्या अंतरावर असलेल्या पोलीस स्टेशनमध्ये नेण्यात आले.,त्याला काही अंतरावर असलेल्या पोलीस ठाण्यात नेण्यात आले.
Sizemore currently resides in Mill Creek Washington and Tempe Arizona,"सिझेमोर सध्या मिल क्रीक, वॉशिंग्टन आणि टेम्पे ऍरिझोना येथे राहतो.","साईझमोर सध्या वॉशिंग्टनमधील मिल क्रीक, आणि एरिझोनामधील टेम्पे येथे राहतात."
He also played the lead character in the online animation Rajesh Finesse in 2014,त्याने 2014 मध्ये राजेश फिनेसे या ऑनलाइन एनिमेशनमध्येही मुख्य भूमिका साकारली होती.,२०१४ मध्ये ऑनलाइन अ‍ॅनिमेशनपट राजेश फिनेसमध्येही त्याने मुख्य भूमिका केली.
Illegal drugs are often found in condoms and temporarily stowed in the colon and cylinders such as Cigar Tubes are used to hide money intravenous syringes and knives,बेकायदेशीर औषधे अनेकदा कंडोममध्ये आढळतात आणि तात्पुरती बृहदांत्रात साठवली जातात आणि सिगार ट्यूब्ससारख्या सिलिंडरचा वापर पैसे शिरांतर्गत सिरिंज आणि चाकू लपवण्यासाठी केला जातो.,"बेकायदेशीर औषधे अनेकदा कंडोम्जमध्ये आढळतात आणि कोलनमध्ये तात्पुरती ठासून भरली  जातात आणि सिगारच्या नळ्यांसारख्या सिलिंडरांचा वापर पैसे, आंतरनीला सिरिंजेस आणि चाकू लपवण्यासाठी केला जातो."
As an assignment Open “spreadsheet hyphen practice dot ods” file,"असाईनमेंट म्हणून ""स्प्रेडशीट हायफन प्रॅक्टिस डॉट ऑड्स"" फाईल उघडा. """,असाईनमेंट म्हणून: “spreadsheet-practice.ods” फाईल उघडा.
For some celebrities porn addiction was the main cause of their divorce,"काही सेलिब्रिटींसाठी, अश्लीलतेचे व्यसन हे त्यांच्या घटस्फोटाचे मुख्य कारण होते.","काही नामांकित व्यक्तींसाठी, बिभत्स चित्रपटाचे व्यसन हे त्यांच्या घटस्फोटाचे मुख्य कारण होते."
Her teachers Barbara Wright and Ian Chesterton discovered the TARDIS,तिचे शिक्षक बार्बरा राईट आणि इयान चेस्टर्टन यांनी टी. ए. आर. डी. आय. एस. चा शोध लावला.,बार्बरा राईट आणि इयान चेस्टरटन या तिच्या शिक्षकांनी टार्डीसचा शोध लावला.
My name is Alex,माझे नाव एलेक्स आहे.,समजा माझे नाव Alex आहे.
"This command will create a file with the name ""myrecord.txt"" in the current working directory.","ही कमांड सध्या कार्यरत असलेल्या डिरेक्टरीमध्ये ""myrecord.txt"" नावाची फाईल तयार करेल. ""","ही कमांड करंट डिरेक्टरीमधे ""myrecord.txt"" नावाची फाईल बनवेल."
A state council was established in 1953 to allow for constitutional government under the Chogyal.,1953 मध्ये चोग्यालच्या नेतृत्वाखाली घटनात्मक सरकारला परवानगी देण्यासाठी राज्य परिषदेची स्थापना करण्यात आली होती.,१९५३ मध्ये चोग्यालखाली संवैधानिक सरकार घडवण्यासाठी राज्य परिषदेची स्थापना करण्यात आली.
"Indianapolis Colts: The Indianapolis Colts are an American football team in Indianapolis, Indiana.","इंडियानापोलिस कोल्ट्सः द इंडियानापोलिस कोल्ट्स हा इंडियानापोलिस, इंडियानामधील एक अमेरिकन फुटबॉल संघ आहे.",इंडियानापोलिस कोल्ट्सः इंडियानापोलिस कोल्ट्स हा इंडियानामधील इंडियानापोलिस येथील एक अमेरिकन फुटबॉल संघ आहे.
All the above steps have contributed to an increase in standard assets of 167 from Rs 256 crores in 19951996 to Rs 686 crores in 20022003,वरील सर्व पावलांमुळे 1995-1996 मधील 256 कोटी रुपयांवरून 2002-2003 मध्ये 686 कोटी रुपयांपर्यंत 167% प्रमाणित मालमत्ता वाढण्यास हातभार लागला आहे.,वरील घेतलेल्या निर्णयांमुळे १९९५-१९९६ मध्ये २५६ कोटी रुपयांचे असलेले नियमित कर्ज खाते हे १६७% नी वाढून ते २००२-२००३ मध्ये ६८६ कोटी रुपयांवर पोहचले.
This order met with great resistance from the local people who feared that the children would be forced to convert to Christianity,"या आदेशाला स्थानिक लोकांकडून मोठा विरोध झाला, ज्यांना भीती होती की मुलांना ख्रिस्ती धर्म स्वीकारण्यास भाग पाडले जाईल.","ह्या आदेशाला स्थानिक लोकांकडून जोरदार प्रतिकार झाला, ज्यांना मुलांना ख्रिस्ती धर्म स्वीकारण्यास भाग पाडले जाईल अशी भीती वाटली."
